GameID,Team,OpposingTeam,WinLoss,GoalsScored,GoalsConceded,GameType,GameDate,Stadium,City,Country,Year
1221,Spain,Yugoslavia ,W,2,1,Group,06/20/82, Estadio Luis Casanova, Valencia,Spain,1982
1221,Yugoslavia ,Spain,L,1,2,Group,06/20/82, Estadio Luis Casanova, Valencia,Spain,1982
1222,Algeria,Austria ,L,0,2,Group,06/21/82, Estadio Carlos Tartiere, Oviedo,Spain,1982
1222,Austria ,Algeria,W,2,0,Group,06/21/82, Estadio Carlos Tartiere, Oviedo,Spain,1982
1223,France,Kuwait ,W,4,1,Group,06/21/82, Estadio José Zorrilla, Valladolid,Spain,1982
1223,Kuwait ,France,L,1,4,Group,06/21/82, Estadio José Zorrilla, Valladolid,Spain,1982
1224,Honduras,Northern Ireland ,T,1,1,Group,06/21/82, La Romareda, Zaragoza,Spain,1982
1224,Northern Ireland ,Honduras,T,1,1,Group,06/21/82, La Romareda, Zaragoza,Spain,1982
1225,Poland,Peru ,W,5,1,Group,06/22/82, Estadio de Riazor, A Coruña,Spain,1982
1225,Peru ,Poland,L,1,5,Group,06/22/82, Estadio de Riazor, A Coruña,Spain,1982
1226,Belgium,Hungary ,T,1,1,Group,06/22/82, Nuevo Estadio, Elche,Spain,1982
1226,Hungary ,Belgium,T,1,1,Group,06/22/82, Nuevo Estadio, Elche,Spain,1982
1227,Soviet Union,Scotland ,T,2,2,Group,06/22/82, Estadio La Rosaleda, Málaga,Spain,1982
1227,Scotland ,Soviet Union,T,2,2,Group,06/22/82, Estadio La Rosaleda, Málaga,Spain,1982
1228,Italy,Cameroon ,T,1,1,Group,06/23/82, Balaídos, Vigo,Spain,1982
1228,Cameroon ,Italy,T,1,1,Group,06/23/82, Balaídos, Vigo,Spain,1982
1229,Argentina,El Salvador ,W,2,0,Group,06/23/82, Estadio José Rico Pérez, Alicante,Spain,1982
1229,El Salvador ,Argentina,L,0,2,Group,06/23/82, Estadio José Rico Pérez, Alicante,Spain,1982
1230,Brazil,New Zealand ,W,4,0,Group,06/23/82, Estadio Benito Villamarín, Seville,Spain,1982
1230,New Zealand ,Brazil,L,0,4,Group,06/23/82, Estadio Benito Villamarín, Seville,Spain,1982
1231,Algeria,Chile ,W,3,2,Group,06/24/82, Estadio Carlos Tartiere, Oviedo,Spain,1982
1231,Chile ,Algeria,L,2,3,Group,06/24/82, Estadio Carlos Tartiere, Oviedo,Spain,1982
1232,France,Czechoslovakia ,T,1,1,Group,06/24/82, Estadio José Zorrilla, Valladolid,Spain,1982
1232,Czechoslovakia ,France,T,1,1,Group,06/24/82, Estadio José Zorrilla, Valladolid,Spain,1982
1233,Honduras,Yugoslavia ,L,0,1,Group,06/24/82, La Romareda, Zaragoza,Spain,1982
1233,Yugoslavia ,Honduras,W,1,0,Group,06/24/82, La Romareda, Zaragoza,Spain,1982
1234,Germany,Austria ,W,1,0,Group,06/25/82, El Molinón, Gijón,Spain,1982
1234,Austria ,Germany,L,0,1,Group,06/25/82, El Molinón, Gijón,Spain,1982
1235,England,Kuwait ,W,1,0,Group,06/25/82, Estadio San Mamés, Bilbao,Spain,1982
1235,Kuwait ,England,L,0,1,Group,06/25/82, Estadio San Mamés, Bilbao,Spain,1982
1236,Spain,Northern Ireland ,L,0,1,Group,06/25/82, Estadio Luis Casanova, Valencia,Spain,1982
1236,Northern Ireland ,Spain,W,1,0,Group,06/25/82, Estadio Luis Casanova, Valencia,Spain,1982
1237,Austria,France ,L,0,1,Second Round,06/28/82, Estadio Vicente Calderón, Madrid,Spain,1982
1237,France ,Austria,W,1,0,Second Round,06/28/82, Estadio Vicente Calderón, Madrid,Spain,1982
1238,Poland,Belgium ,W,3,0,Second Round,06/28/82, Camp Nou, Barcelona,Spain,1982
1238,Belgium ,Poland,L,0,3,Second Round,06/28/82, Camp Nou, Barcelona,Spain,1982
1239,Italy,Argentina ,W,2,1,Second Round,06/29/82, Estadio Sarriá, Barcelona,Spain,1982
1239,Argentina ,Italy,L,1,2,Second Round,06/29/82, Estadio Sarriá, Barcelona,Spain,1982
1240,Germany,England ,T,0,0,Second Round,06/29/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1240,England ,Germany,T,0,0,Second Round,06/29/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1241,Austria,Northern Ireland ,T,2,2,Second Round,07/01/82, Estadio Vicente Calderón, Madrid,Spain,1982
1241,Northern Ireland ,Austria,T,2,2,Second Round,07/01/82, Estadio Vicente Calderón, Madrid,Spain,1982
1242,Belgium,Soviet Union ,L,0,1,Second Round,07/01/82, Camp Nou, Barcelona,Spain,1982
1242,Soviet Union ,Belgium,W,1,0,Second Round,07/01/82, Camp Nou, Barcelona,Spain,1982
1243,Argentina,Brazil ,L,1,3,Second Round,07/02/82, Estadio Sarriá, Barcelona,Spain,1982
1243,Brazil ,Argentina,W,3,1,Second Round,07/02/82, Estadio Sarriá, Barcelona,Spain,1982
1244,Germany,Spain ,W,2,1,Second Round,07/02/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1244,Spain ,Germany,L,1,2,Second Round,07/02/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1245,Northern Ireland,France ,L,1,4,Second Round,07/04/82, Estadio Vicente Calderón, Madrid,Spain,1982
1245,France ,Northern Ireland,W,4,1,Second Round,07/04/82, Estadio Vicente Calderón, Madrid,Spain,1982
1246,Soviet Union,Poland ,T,0,0,Second Round,07/04/82, Camp Nou, Barcelona,Spain,1982
1246,Poland ,Soviet Union,T,0,0,Second Round,07/04/82, Camp Nou, Barcelona,Spain,1982
1247,Italy,Brazil ,W,3,2,Second Round,07/05/82, Estadio Sarriá, Barcelona,Spain,1982
1247,Brazil ,Italy,L,2,3,Second Round,07/05/82, Estadio Sarriá, Barcelona,Spain,1982
1248,Spain,England ,T,0,0,Second Round,07/05/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1248,England ,Spain,T,0,0,Second Round,07/05/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1249,Poland,Italy ,L,0,2,Semi Final,07/08/82, Camp Nou, Barcelona,Spain,1982
1249,Italy ,Poland,W,2,0,Semi Final,07/08/82, Camp Nou, Barcelona,Spain,1982
1250,Germany,France ,W,5,4,Semi Final,07/08/82, Estadio Ramón Sánchez Pizjuán, Seville,Spain,1982
1250,France ,Germany,L,4,5,Semi Final,07/08/82, Estadio Ramón Sánchez Pizjuán, Seville,Spain,1982
1251,Poland,France ,W,3,2,Third Place,07/10/82, Estadio José Rico Pérez, Alicante,Spain,1982
1251,France ,Poland,L,2,3,Third Place,07/10/82, Estadio José Rico Pérez, Alicante,Spain,1982
1252,Italy,Germany ,W,3,1,Final,07/11/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1252,Germany ,Italy,L,1,3,Final,07/11/82, Estadio Santiago Bernabéu, Madrid,Spain,1982
1301,Bulgaria,Italy,T,1,1,Group,05/31/86, Estadio Azteca, Mexico City,Mexico,1986
1301,Italy,Bulgaria,T,1,1,Group,05/31/86, Estadio Azteca, Mexico City,Mexico,1986
1302,Canada,France,L,0,1,Group,06/01/86, Estadio Nou Camp, León,Mexico,1986
1302,France,Canada,W,1,0,Group,06/01/86, Estadio Nou Camp, León,Mexico,1986
1303,Spain,Brazil,L,0,1,Group,06/01/86, Estadio Jalisco, Guadalajara,Mexico,1986
1303,Brazil,Spain,W,1,0,Group,06/01/86, Estadio Jalisco, Guadalajara,Mexico,1986
1304,Argentina,South Korea,W,3,1,Group,06/02/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1304,South Korea,Argentina,L,1,3,Group,06/02/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1305,Soviet Union,Hungary,W,6,0,Group,06/02/86, Estadio Sergio León Chavez, Irapuato,Mexico,1986
1305,Hungary,Soviet Union,L,0,6,Group,06/02/86, Estadio Sergio León Chavez, Irapuato,Mexico,1986
1306,Morocco,Poland,T,0,0,Group,06/02/86, Estadio Universitario, Monterrey,Mexico,1986
1306,Poland,Morocco,T,0,0,Group,06/02/86, Estadio Universitario, Monterrey,Mexico,1986
1307,Belgium,Mexico,L,1,2,Group,06/03/86, Estadio Azteca, Mexico City,Mexico,1986
1307,Mexico,Belgium,W,2,1,Group,06/03/86, Estadio Azteca, Mexico City,Mexico,1986
1308,Algeria,Northern Ireland,T,1,1,Group,06/03/86, Estadio Tres de Marzo, Guadalajara,Mexico,1986
1308,Northern Ireland,Algeria,T,1,1,Group,06/03/86, Estadio Tres de Marzo, Guadalajara,Mexico,1986
1309,Portugal,England,W,1,0,Group,06/03/86, Estadio Tecnológico, Monterrey,Mexico,1986
1309,England,Portugal,L,0,1,Group,06/03/86, Estadio Tecnológico, Monterrey,Mexico,1986
1310,Paraguay,Iraq,W,1,0,Group,06/04/86, Estadio Nemesio Díez, Toluca,Mexico,1986
1310,Iraq,Paraguay,L,0,1,Group,06/04/86, Estadio Nemesio Díez, Toluca,Mexico,1986
1311,Uruguay,Germany,T,1,1,Group,06/04/86, Estadio La Corregidora, Querétaro,Mexico,1986
1311,Germany,Uruguay,T,1,1,Group,06/04/86, Estadio La Corregidora, Querétaro,Mexico,1986
1312,Scotland,Denmark,L,0,1,Group,06/04/86, Estadio Neza 86, Nezahualcóyotl,Mexico,1986
1312,Denmark,Scotland,W,1,0,Group,06/04/86, Estadio Neza 86, Nezahualcóyotl,Mexico,1986
1313,Italy,Argentina,T,1,1,Group,06/05/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1313,Argentina,Italy,T,1,1,Group,06/05/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1314,South Korea,Bulgaria,T,1,1,Group,06/05/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1314,Bulgaria,South Korea,T,1,1,Group,06/05/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1315,France,Soviet Union,T,1,1,Group,06/05/86, Estadio Nou Camp, León,Mexico,1986
1315,Soviet Union,France,T,1,1,Group,06/05/86, Estadio Nou Camp, León,Mexico,1986
1316,Hungary,Canada,W,2,0,Group,06/06/86, Estadio Sergio León Chavez, Irapuato,Mexico,1986
1316,Canada,Hungary,L,0,2,Group,06/06/86, Estadio Sergio León Chavez, Irapuato,Mexico,1986
1317,Brazil,Algeria,W,1,0,Group,06/06/86, Estadio Jalisco, Guadalajara,Mexico,1986
1317,Algeria,Brazil,L,0,1,Group,06/06/86, Estadio Jalisco, Guadalajara,Mexico,1986
1318,England,Morocco,T,0,0,Group,06/06/86, Estadio Tecnológico, Monterrey,Mexico,1986
1318,Morocco,England,T,0,0,Group,06/06/86, Estadio Tecnológico, Monterrey,Mexico,1986
1319,Mexico,Paraguay,T,1,1,Group,06/07/86, Estadio Azteca, Mexico City,Mexico,1986
1319,Paraguay,Mexico,T,1,1,Group,06/07/86, Estadio Azteca, Mexico City,Mexico,1986
1320,Northern Ireland,Spain,L,1,2,Group,06/07/86, Estadio Tres de Marzo, Guadalajara,Mexico,1986
1320,Spain,Northern Ireland,W,2,1,Group,06/07/86, Estadio Tres de Marzo, Guadalajara,Mexico,1986
1321,Poland,Portugal,W,1,0,Group,06/07/86, Estadio Universitario, Monterrey,Mexico,1986
1321,Portugal,Poland,L,0,1,Group,06/07/86, Estadio Universitario, Monterrey,Mexico,1986
1322,Iraq,Belgium,L,1,2,Group,06/08/86, Estadio Nemesio Díez, Toluca,Mexico,1986
1322,Belgium,Iraq,W,2,1,Group,06/08/86, Estadio Nemesio Díez, Toluca,Mexico,1986
1323,Germany,Scotland,W,2,1,Group,06/08/86, Estadio La Corregidora, Querétaro,Mexico,1986
1323,Scotland,Germany,L,1,2,Group,06/08/86, Estadio La Corregidora, Querétaro,Mexico,1986
1324,Denmark,Uruguay,W,6,1,Group,06/08/86, Estadio Neza 86, Nezahualcóyotl,Mexico,1986
1324,Uruguay,Denmark,L,1,6,Group,06/08/86, Estadio Neza 86, Nezahualcóyotl,Mexico,1986
1325,Hungary,France,L,0,3,Group,06/09/86, Estadio Nou Camp, León,Mexico,1986
1325,France,Hungary,W,3,0,Group,06/09/86, Estadio Nou Camp, León,Mexico,1986
1326,Soviet Union,Canada,W,2,0,Group,06/09/86, Estadio Sergio León Chavez, Irapuato,Mexico,1986
1326,Canada,Soviet Union,L,0,2,Group,06/09/86, Estadio Sergio León Chavez, Irapuato,Mexico,1986
1327,South Korea,Italy,L,2,3,Group,06/10/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1327,Italy,South Korea,W,3,2,Group,06/10/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1328,Argentina,Bulgaria,W,2,0,Group,06/10/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1328,Bulgaria,Argentina,L,0,2,Group,06/10/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1329,Iraq,Mexico,L,0,1,Group,06/11/86, Estadio Azteca, Mexico City,Mexico,1986
1329,Mexico,Iraq,W,1,0,Group,06/11/86, Estadio Azteca, Mexico City,Mexico,1986
1330,Paraguay,Belgium,T,2,2,Group,06/11/86, Estadio Nemesio Díez, Toluca,Mexico,1986
1330,Belgium,Paraguay,T,2,2,Group,06/11/86, Estadio Nemesio Díez, Toluca,Mexico,1986
1331,Portugal,Morocco,L,1,3,Group,06/11/86, Estadio Tres de Marzo, Guadalajara,Mexico,1986
1331,Morocco,Portugal,W,3,1,Group,06/11/86, Estadio Tres de Marzo, Guadalajara,Mexico,1986
1332,England,Poland,W,3,0,Group,06/11/86, Estadio Tecnológico, Monterrey,Mexico,1986
1332,Poland,England,L,0,3,Group,06/11/86, Estadio Tecnológico, Monterrey,Mexico,1986
1333,Northern Ireland,Brazil,L,0,3,Group,06/12/86, Estadio Jalisco, Guadalajara,Mexico,1986
1333,Brazil,Northern Ireland,W,3,0,Group,06/12/86, Estadio Jalisco, Guadalajara,Mexico,1986
1334,Algeria,Spain,L,0,3,Group,06/12/86, Estadio Tecnológico, Monterrey,Mexico,1986
1334,Spain,Algeria,W,3,0,Group,06/12/86, Estadio Tecnológico, Monterrey,Mexico,1986
1335,Denmark,Germany,W,2,0,Group,06/13/86, Estadio La Corregidora, Querétaro,Mexico,1986
1335,Germany,Denmark,L,0,2,Group,06/13/86, Estadio La Corregidora, Querétaro,Mexico,1986
1336,Scotland,Uruguay,T,0,0,Group,06/13/86, Estadio Neza 86, Nezahualcóyotl,Mexico,1986
1336,Uruguay,Scotland,T,0,0,Group,06/13/86, Estadio Neza 86, Nezahualcóyotl,Mexico,1986
1337,Mexico,Bulgaria,W,2,0,Round of 16,06/15/86, Estadio Azteca, Mexico City,Mexico,1986
1337,Bulgaria,Mexico,L,0,2,Round of 16,06/15/86, Estadio Azteca, Mexico City,Mexico,1986
1338,Soviet Union,Belgium,L,3,4,Round of 16,06/15/86, Estadio Nou Camp, León,Mexico,1986
1338,Belgium,Soviet Union,W,4,3,Round of 16,06/15/86, Estadio Nou Camp, León,Mexico,1986
1339,Argentina,Uruguay,W,1,0,Round of 16,06/16/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1339,Uruguay,Argentina,L,0,1,Round of 16,06/16/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1340,Brazil,Poland,W,4,0,Round of 16,06/16/86, Estadio Jalisco, Guadalajara,Mexico,1986
1340,Poland,Brazil,L,0,4,Round of 16,06/16/86, Estadio Jalisco, Guadalajara,Mexico,1986
1341,Italy,France,L,0,2,Round of 16,06/17/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1341,France,Italy,W,2,0,Round of 16,06/17/86, Estadio Olímpico Universitario, Mexico City,Mexico,1986
1342,Morocco,Germany,L,0,1,Round of 16,06/17/86, Estadio Universitario, Monterrey,Mexico,1986
1342,Germany,Morocco,W,1,0,Round of 16,06/17/86, Estadio Universitario, Monterrey,Mexico,1986
1343,England,Paraguay,W,3,0,Round of 16,06/18/86, Estadio Azteca, Mexico City,Mexico,1986
1343,Paraguay,England,L,0,3,Round of 16,06/18/86, Estadio Azteca, Mexico City,Mexico,1986
1344,Denmark,Spain,L,1,5,Round of 16,06/18/86, Estadio La Corregidora, Querétaro,Mexico,1986
1344,Spain,Denmark,W,5,1,Round of 16,06/18/86, Estadio La Corregidora, Querétaro,Mexico,1986
1345,Brazil,France,L,3,4,Quarter Final,06/21/86, Estadio Jalisco, Guadalajara,Mexico,1986
1345,France,Brazil,W,4,3,Quarter Final,06/21/86, Estadio Jalisco, Guadalajara,Mexico,1986
1346,Germany,Mexico,W,4,1,Quarter Final,06/21/86, Estadio Universitario, Monterrey,Mexico,1986
1346,Mexico,Germany,L,1,4,Quarter Final,06/21/86, Estadio Universitario, Monterrey,Mexico,1986
1347,Spain,Belgium,L,4,5,Quarter Final,06/22/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1347,Belgium,Spain,W,5,4,Quarter Final,06/22/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1348,Argentina,England,W,2,1,Quarter Final,06/22/86, Estadio Azteca, Mexico City,Mexico,1986
1348,England,Argentina,L,1,2,Quarter Final,06/22/86, Estadio Azteca, Mexico City,Mexico,1986
1349,Argentina,Belgium,W,2,0,Semi Final,06/25/86, Estadio Azteca, Mexico City,Mexico,1986
1349,Belgium,Argentina,L,0,2,Semi Final,06/25/86, Estadio Azteca, Mexico City,Mexico,1986
1350,France,Germany,L,0,2,Semi Final,06/25/86, Estadio Jalisco, Guadalajara,Mexico,1986
1350,Germany,France,W,2,0,Semi Final,06/25/86, Estadio Jalisco, Guadalajara,Mexico,1986
1351,France,Belgium,W,4,2,Third Place,06/28/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1351,Belgium,France,L,2,4,Third Place,06/28/86, Estadio Cuauhtémoc, Puebla,Mexico,1986
1352,Argentina,Germany,W,3,2,Final,06/29/86, Estadio Azteca, Mexico City,Mexico,1986
1352,Germany,Argentina,L,2,3,Final,06/29/86, Estadio Azteca, Mexico City,Mexico,1986
1401,Argentina,Cameroon ,L,0,1,Group,06/08/90, San Siro, Milan,Italy,1990
1401,Cameroon ,Argentina,W,1,0,Group,06/08/90, San Siro, Milan,Italy,1990
1402,Soviet Union,Romania ,L,0,2,Group,06/09/90, Stadio San Nicola, Bari,Italy,1990
1402,Romania ,Soviet Union,W,2,0,Group,06/09/90, Stadio San Nicola, Bari,Italy,1990
1403,Italy,Austria ,W,1,0,Group,06/09/90, Stadio Olimpico, Rome,Italy,1990
1403,Austria ,Italy,L,0,1,Group,06/09/90, Stadio Olimpico, Rome,Italy,1990
1404,United Arab Emirates,Colombia ,L,0,2,Group,06/09/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1404,Colombia ,United Arab Emirates,W,2,0,Group,06/09/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1405,United States,Czechoslovakia ,L,1,5,Group,06/10/90, Stadio Comunale, Florence,Italy,1990
1405,Czechoslovakia ,United States,W,5,1,Group,06/10/90, Stadio Comunale, Florence,Italy,1990
1406,Brazil,Sweden ,W,2,1,Group,06/10/90, Stadio Delle Alpi, Turin,Italy,1990
1406,Sweden ,Brazil,L,1,2,Group,06/10/90, Stadio Delle Alpi, Turin,Italy,1990
1407,Germany,Yugoslavia ,W,4,1,Group,06/10/90, San Siro, Milan,Italy,1990
1407,Yugoslavia ,Germany,L,1,4,Group,06/10/90, San Siro, Milan,Italy,1990
1408,Costa Rica,Scotland ,W,1,0,Group,06/11/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1408,Scotland ,Costa Rica,L,0,1,Group,06/11/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1409,England,Ireland ,T,1,1,Group,06/11/90, Stadio Sant'Elia, Cagliari,Italy,1990
1409,Ireland ,England,T,1,1,Group,06/11/90, Stadio Sant'Elia, Cagliari,Italy,1990
1410,Belgium,South Korea ,W,2,0,Group,06/12/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1410,South Korea ,Belgium,L,0,2,Group,06/12/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1411,Netherlands,Egypt ,T,1,1,Group,06/12/90, Stadio La Favorita, Palermo,Italy,1990
1411,Egypt ,Netherlands,T,1,1,Group,06/12/90, Stadio La Favorita, Palermo,Italy,1990
1412,Uruguay,Spain ,T,0,0,Group,06/13/90, Stadio Friuli, Udine,Italy,1990
1412,Spain ,Uruguay,T,0,0,Group,06/13/90, Stadio Friuli, Udine,Italy,1990
1413,Argentina,Soviet Union ,W,2,0,Group,06/13/90, Stadio San Paolo, Naples,Italy,1990
1413,Soviet Union ,Argentina,L,0,2,Group,06/13/90, Stadio San Paolo, Naples,Italy,1990
1414,Yugoslavia,Colombia ,W,1,0,Group,06/14/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1414,Colombia ,Yugoslavia,L,0,1,Group,06/14/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1415,Italy,United States ,W,1,0,Group,06/14/90, Stadio Olimpico, Rome,Italy,1990
1415,United States ,Italy,L,0,1,Group,06/14/90, Stadio Olimpico, Rome,Italy,1990
1416,Cameroon,Romania ,W,2,1,Group,06/14/90, Stadio San Nicola, Bari,Italy,1990
1416,Romania ,Cameroon,L,1,2,Group,06/14/90, Stadio San Nicola, Bari,Italy,1990
1417,Austria,Czechoslovakia ,L,0,1,Group,06/15/90, Stadio Comunale, Florence,Italy,1990
1417,Czechoslovakia ,Austria,W,1,0,Group,06/15/90, Stadio Comunale, Florence,Italy,1990
1418,Germany,United Arab Emirates ,W,5,1,Group,06/15/90, San Siro, Milan,Italy,1990
1418,United Arab Emirates ,Germany,L,1,5,Group,06/15/90, San Siro, Milan,Italy,1990
1419,Brazil,Costa Rica ,W,1,0,Group,06/16/90, Stadio Delle Alpi, Turin,Italy,1990
1419,Costa Rica ,Brazil,L,0,1,Group,06/16/90, Stadio Delle Alpi, Turin,Italy,1990
1420,Sweden,Scotland ,L,1,2,Group,06/16/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1420,Scotland ,Sweden,W,2,1,Group,06/16/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1421,England,Netherlands ,T,0,0,Group,06/16/90, Stadio Sant'Elia, Cagliari,Italy,1990
1421,Netherlands ,England,T,0,0,Group,06/16/90, Stadio Sant'Elia, Cagliari,Italy,1990
1422,Ireland,Egypt ,T,0,0,Group,06/17/90, Stadio La Favorita, Palermo,Italy,1990
1422,Egypt ,Ireland,T,0,0,Group,06/17/90, Stadio La Favorita, Palermo,Italy,1990
1423,Belgium,Uruguay ,W,3,1,Group,06/17/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1423,Uruguay ,Belgium,L,1,3,Group,06/17/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1424,South Korea,Spain ,L,1,3,Group,06/17/90, Stadio Friuli, Udine,Italy,1990
1424,Spain ,South Korea,W,3,1,Group,06/17/90, Stadio Friuli, Udine,Italy,1990
1425,Argentina,Romania ,T,1,1,Group,06/18/90, Stadio San Paolo, Naples,Italy,1990
1425,Romania ,Argentina,T,1,1,Group,06/18/90, Stadio San Paolo, Naples,Italy,1990
1426,Cameroon,Soviet Union ,L,0,4,Group,06/18/90, Stadio San Nicola, Bari,Italy,1990
1426,Soviet Union ,Cameroon,W,4,0,Group,06/18/90, Stadio San Nicola, Bari,Italy,1990
1427,Germany,Colombia ,T,1,1,Group,06/19/90, San Siro, Milan,Italy,1990
1427,Colombia ,Germany,T,1,1,Group,06/19/90, San Siro, Milan,Italy,1990
1428,Yugoslavia,United Arab Emirates ,W,4,1,Group,06/19/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1428,United Arab Emirates ,Yugoslavia,L,1,4,Group,06/19/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1429,Italy,Czechoslovakia ,W,2,0,Group,06/19/90, Stadio Olimpico, Rome,Italy,1990
1429,Czechoslovakia ,Italy,L,0,2,Group,06/19/90, Stadio Olimpico, Rome,Italy,1990
1430,Austria,United States ,W,2,1,Group,06/19/90, Stadio Comunale, Florence,Italy,1990
1430,United States ,Austria,L,1,2,Group,06/19/90, Stadio Comunale, Florence,Italy,1990
1431,Brazil,Scotland ,W,1,0,Group,06/20/90, Stadio Delle Alpi, Turin,Italy,1990
1431,Scotland ,Brazil,L,0,1,Group,06/20/90, Stadio Delle Alpi, Turin,Italy,1990
1432,Sweden,Costa Rica ,L,1,2,Group,06/20/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1432,Costa Rica ,Sweden,W,2,1,Group,06/20/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1433,Belgium,Spain ,L,1,2,Group,06/21/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1433,Spain ,Belgium,W,2,1,Group,06/21/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1434,South Korea,Uruguay ,L,0,1,Group,06/21/90, Stadio Friuli, Udine,Italy,1990
1434,Uruguay ,South Korea,W,1,0,Group,06/21/90, Stadio Friuli, Udine,Italy,1990
1435,England,Egypt ,W,1,0,Group,06/21/90, Stadio Sant'Elia, Cagliari,Italy,1990
1435,Egypt ,England,L,0,1,Group,06/21/90, Stadio Sant'Elia, Cagliari,Italy,1990
1436,Ireland,Netherlands ,T,1,1,Group,06/21/90, Stadio La Favorita, Palermo,Italy,1990
1436,Netherlands ,Ireland,T,1,1,Group,06/21/90, Stadio La Favorita, Palermo,Italy,1990
1437,Cameroon,Colombia ,W,2,1,Round of 16,06/23/90, Stadio San Paolo, Naples,Italy,1990
1437,Colombia ,Cameroon,L,1,2,Round of 16,06/23/90, Stadio San Paolo, Naples,Italy,1990
1438,Czechoslovakia,Costa Rica ,W,4,1,Round of 16,06/23/90, Stadio San Nicola, Bari,Italy,1990
1438,Costa Rica ,Czechoslovakia,L,1,4,Round of 16,06/23/90, Stadio San Nicola, Bari,Italy,1990
1439,Brazil,Argentina ,L,0,1,Round of 16,06/24/90, Stadio Delle Alpi, Turin,Italy,1990
1439,Argentina ,Brazil,W,1,0,Round of 16,06/24/90, Stadio Delle Alpi, Turin,Italy,1990
1440,Germany,Netherlands ,W,2,1,Round of 16,06/24/90, San Siro, Milan,Italy,1990
1440,Netherlands ,Germany,L,1,2,Round of 16,06/24/90, San Siro, Milan,Italy,1990
1441,Ireland,Romania ,W,5,4,Round of 16,06/25/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1441,Romania ,Ireland,L,4,5,Round of 16,06/25/90, Stadio Luigi Ferraris, Genoa,Italy,1990
1442,Italy,Uruguay ,W,2,0,Round of 16,06/25/90, Stadio Olimpico, Rome,Italy,1990
1442,Uruguay ,Italy,L,0,2,Round of 16,06/25/90, Stadio Olimpico, Rome,Italy,1990
1443,Spain,Yugoslavia ,L,1,2,Round of 16,06/26/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1443,Yugoslavia ,Spain,W,2,1,Round of 16,06/26/90, Stadio Marc'Antonio Bentegodi, Verona,Italy,1990
1444,England,Belgium ,W,1,0,Round of 16,06/26/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1444,Belgium ,England,L,0,1,Round of 16,06/26/90, Stadio Renato Dall'Ara, Bologna,Italy,1990
1445,Yugoslavia,Argentina ,L,2,3,Quarter Final,06/30/90, Stadio Artemio Franchi, Florence,Italy,1990
1445,Argentina ,Yugoslavia,W,3,2,Quarter Final,06/30/90, Stadio Artemio Franchi, Florence,Italy,1990
1446,Italy,Ireland ,W,1,0,Quarter Final,06/30/90, Stadio Olimpico, Rome,Italy,1990
1446,Ireland ,Italy,L,0,1,Quarter Final,06/30/90, Stadio Olimpico, Rome,Italy,1990
1447,Germany,Czechoslovakia ,W,1,0,Quarter Final,07/01/90, San Siro, Milan,Italy,1990
